Time;x;y;z;acc;W+-40;W+-20;W+-10;W+-5;temp;lumen
13802;-1,26;-0,3;0,05;1,69;1,242278481;1,274102564;1,176842105;1,090909091;23,28;0
13856;-1,3;-0,02;-0,42;1,86;1,243797468;1,239230769;1,181052632;1,113636364;23,28;0
13912;-1,46;-0,25;-0,78;2,8;1,227848101;1,2;1,175789474;1,111818182;23,28;0
13966;-0,92;-0,34;-0,13;0,97;1,202405063;1,178974359;1,189473684;1,128181818;23,28;0
14020;-0,67;-0,23;-0,03;0,5;1,176835443;1,178461538;1,201578947;1,261818182;23,28;0
14075;-0,7;-0,11;-0,07;0,51;1,173417722;1,190769231;1,208947368;1,346363636;23,39;0
14130;-0,83;0;0,03;0,69;1,177848101;1,197692308;1,205789474;1,359090909;23,28;0
14184;-0,68;-0,06;0,03;0,47;1,182025316;1,201282051;1,198421053;1,309090909;23,28;0
14239;-0,9;-0,17;0,09;0,85;1,195189873;1,222820513;1,179473684;1,143636364;23,28;0
14294;-1,36;-0,55;0,05;2,14;1,210759494;1,246923077;1,209473684;1,116363636;23,28;0
14348;-1,42;-0,4;-0,38;2,33;1,224177215;1,2;1,298421053;1,128181818;23,28;0
14403;-1,12;-0,27;-0,71;1,83;1,216075949;1,183846154;1,206842105;1,137272727;23,28;0
14457;-1,11;-0,23;-0,19;1,31;1,189367089;1,176923077;1,215263158;1,122727273;23,28;0
14512;-0,94;-0,27;-0,13;0,98;1,174556962;1,174358974;1,221052632;1,174545455;23,28;0
14567;-0,76;-0,27;-0,13;0,67;1,167341772;1,178974359;1,221578947;1,302727273;23,28;0
14621;-0,71;-0,34;-0,13;0,63;1,171518987;1,188205128;1,225263158;1,430909091;23,28;0
14675;-0,7;-0,34;-0,05;0,61;1,178101266;1,192051282;1,238947368;1,315454545;23,28;0
14730;-0,67;-0,27;0,09;0,53;1,178734177;1,193589744;1,247368421;1,251818182;23,28;0
14785;-0,93;-0,4;0,15;1,04;1,186329114;1,198205128;1,222105263;1,188181818;23,28;0
14839;-1,47;-0,28;-0,16;2,26;1,199493671;1,206410256;1,239473684;1,146363636;23,28;0
14894;-1,68;0,08;-0,84;3,55;1,191518987;1,213333333;1,19;1,154545455;23,28;0
14949;-0,97;-0,22;-0,28;1,06;1,178734177;1,172564103;1,18;1,163636364;23,28;0
15003;-1,01;-0,33;0;1,13;1,163797468;1,171025641;1,188421053;1,2;23,28;0
15057;-0,74;-0,18;-0,19;0,61;1,156582278;1,174615385;1,185789474;1,302727273;23,28;0
15113;-0,7;-0,12;-0,11;0,52;1,156708861;1,177179487;1,185263158;1,45;23,28;0
15167;-0,86;-0,1;0,05;0,76;1,161265823;1,182051282;1,197894737;1,325454545;23,28;1
15221;-0,85;-0,09;0,01;0,73;1,169873418;1,191538462;1,213157895;1,104545455;23,28;0
15277;-1;-0,07;0;1,01;1,168734177;1,186923077;1,196842105;1,111818182;23,28;0
15331;-1,23;-0,38;-0,08;1,66;1,170759494;1,173589744;1,161052632;1,065454545;23,28;0
15385;-1,58;-0,33;-0,24;2,66;1,169620253;1,162051282;1,08;1,066363636;23,28;0
15439;-0,81;-0,25;-0,43;0,89;1,158227848;1,163846154;1,136315789;1,096363636;23,28;0
15495;-1,04;-0,16;-0,14;1,12;1,152278481;1,165384615;1,140526316;1,101818182;23,28;0
15549;-1,01;-0,33;-0,11;1,14;1,151012658;1,163333333;1,156315789;1,101818182;23,28;0
15603;-0,74;-0,23;-0,11;0,62;1,152151899;1,165384615;1,162631579;1,153636364;23,28;0
15659;-0,75;-0,21;-0,05;0,62;1,154050633;1,165641026;1,154736842;1,185454545;23,28;0
15713;-0,85;-0,36;-0,01;0,85;1,156329114;1,172051282;1,162631579;1,137272727;23,28;0
15767;-0,82;-0,37;0,05;0,82;1,158227848;1,18;1,153684211;1,166363636;23,28;0
15822;-0,78;-0,35;0,1;0,73;1,158860759;1,167692308;1,101578947;1,147272727;23,28;0
15877;-1,22;-0,31;0;1,58;1,148227848;1,141025641;1,046842105;1,101818182;23,28;0
15931;-1,36;-0,38;-0,16;2,01;1,144556962;1,098974359;1,098947368;1,100909091;23,28;0
15986;-1,34;-0,04;-0,58;2,13;1,139493671;1,112307692;1,14;1,124545455;23,28;0
16040;-1,02;-0,13;-0,39;1,21;1,141898734;1,119487179;1,152105263;1,123636364;23,28;0
16095;-0,88;-0,36;-0,05;0,91;1,160632911;1,141794872;1,166842105;1,11;23,28;0
16150;-0,76;-0,24;-0,08;0,64;1,165696203;1,150512821;1,173684211;1,190909091;23,28;0
16204;-0,76;-0,1;-0,16;0,61;1,166835443;1,145128205;1,162631579;1,218181818;23,28;0
16259;-0,93;-0,07;-0,05;0,88;1,162531646;1,142820513;1,164736842;1,208181818;23,28;0
16313;-0,91;-0,13;0,03;0,84;1,165189873;1,146153846;1,170526316;1,139090909;23,28;0
16368;-0,8;-0,16;0,1;0,67;1,165063291;1,123589744;1,116842105;1,110909091;23,28;0
16422;-1,23;-0,34;0;1,62;1,146708861;1,080512821;1,075263158;1,096363636;23,28;0
16477;-1,33;-0,32;-0,11;1,88;1,134683544;1,099487179;1,063684211;1,096363636;23,28;0
16532;-1,28;-0,25;-0,45;1,9;1,138734177;1,117435897;1,083157895;1,119090909;23,28;0
16586;-0,98;-0,28;-0,58;1,37;1,145443038;1,121025641;1,109473684;1,115454545;23,28;0
16641;-0,9;-0,27;-0,13;0,9;1,153417722;1,138717949;1,153684211;1,09;23,28;0
16696;-0,85;-0,17;-0,07;0,75;1,154936709;1,143589744;1,166842105;1,14;23,28;0
16750;-0,78;-0,15;-0,12;0,64;1,15443038;1,136923077;1,149473684;1,166363636;23,28;0
16804;-0,87;-0,27;-0,14;0,86;1,153924051;1,133076923;1,138947368;1,139090909;23,28;0
16860;-0,85;-0,34;-0,07;0,84;1,15835443;1,135384615;1,163684211;1,094545455;23,28;0
16914;-0,7;-0,25;0,08;0,56;1,155189873;1,113333333;1,119473684;1,104545455;23,28;0
16968;-1,04;-0,37;0,03;1,22;1,135316456;1,076153846;1,072105263;1,100909091;23,28;0
17024;-1,36;-0,24;-0,09;1,91;1,112531646;1,057435897;1,057894737;1,082727273;23,28;0
17078;-1,2;-0,33;-0,18;1,58;1,121772152;1,063846154;1,081578947;1,082727273;23,28;0
17132;-1,09;-0,07;-0,47;1,41;1,137721519;1,117179487;1,101578947;1,108181818;23,28;0
17186;-1,16;-0,23;-0,3;1,48;1,148860759;1,163589744;1,131052632;1,102727273;23,28;0
17242;-0,9;-0,21;-0,05;0,86;1,15443038;1,171025641;1,14;1,140909091;23,28;0
17296;-0,72;-0,17;-0,03;0,55;1,152405063;1,163846154;1,125789474;1,178181818;23,28;0
17350;-0,8;-0,08;-0,05;0,64;1,150379747;1,151282051;1,116842105;1,17;23,28;0
17405;-1,06;-0,06;-0,09;1,14;1,147341772;1,151538462;1,130526316;1,142727273;23,28;0
17460;-0,87;-0,13;0,07;0,78;1,135316456;1,131538462;1,104210526;1,133636364;23,28;0
17514;-0,97;-0,15;0,13;0,98;1,112531646;1,101025641;1,033157895;1,072727273;23,28;0
17569;-1,21;-0,39;-0,13;1,63;1,123417722;1,087692308;1,023684211;1,048181818;23,28;0
17624;-1,31;-0,25;-0,23;1,82;1,134050633;1,107692308;1,026315789;1,059090909;23,28;0
17678;-0,96;-0,18;-0,57;1,28;1,145189873;1,131794872;1,105789474;1,075454545;23,28;0
17733;-1,07;-0,24;-0,32;1,31;1,151392405;1,153846154;1,189473684;1,037272727;23,28;0
17787;-0,86;-0,22;-0,11;0,81;1,151518987;1,157692308;1,207894737;1,017272727;23,28;0
17842;-0,74;-0,16;-0,08;0,59;1,147594937;1,150769231;1,205789474;1,055454545;23,28;0
17897;-0,79;-0,21;-0,05;0,67;1,146329114;1,143846154;1,164210526;1,04;23,28;0
17951;-0,84;-0,32;-0,13;0,82;1,149620253;1,152051282;1,158947368;1,146363636;23,28;0
18006;-0,8;-0,3;-0,01;0,72;1,139240506;1,141025641;1,151578947;1,252727273;23,28;0
18060;-0,7;-0,24;0,12;0,56;1,12443038;1,10974359;1,102105263;1,215454545;23,28;0
18115;-1,12;-0,38;0,1;1,4;1,116202532;1,114102564;1,078947368;1,196363636;23,17;0
18169;-1,17;-0,31;-0,05;1,46;1,119367089;1,123846154;1,124736842;1,174545455;23,28;0
18224;-1,69;-0,13;-0,33;2,99;1,143037975;1,147179487;1,152631579;1,175454545;23,28;0
18279;-1,41;-0,11;-0,68;2,45;1,155822785;1,163333333;1,194736842;1,177272727;23,28;0
18333;-0,91;-0,27;-0,05;0,9;1,158101266;1,173846154;1,205263158;1,174545455;23,28;0
18387;-0,74;-0,25;0,03;0,6;1,154050633;1,172820513;1,201052632;1,249090909;23,28;0
18443;-0,57;-0,1;-0,1;0,35;1,15;1,158205128;1,187894737;1,317272727;23,28;0
18497;-0,82;-0,02;0;0,68;1,152025316;1,157948718;1,196315789;1,351818182;23,28;0
18551;-0,92;-0,03;0,01;0,84;1,140126582;1,151025641;1,208421053;1,226363636;23,17;0
18607;-0,82;-0,11;0,05;0,69;1,129113924;1,131282051;1,171052632;1,075454545;23,28;0
18661;-1,15;-0,24;0,07;1,38;1,126835443;1,129487179;1,186315789;1,047272727;23,28;0
18715;-1,41;-0,36;-0,18;2,15;1,139620253;1,146923077;1,123157895;1,044545455;23,28;0
18770;-1,21;-0,25;-0,56;1,84;1,151392405;1,165128205;1,12;1,092727273;23,28;0
18825;-1,12;-0,38;-0,45;1,61;1,153417722;1,172820513;1,151052632;1,102727273;23,28;0
18879;-0,85;-0,25;-0,1;0,79;1,155063291;1,173846154;1,17;1,089090909;23,28;0
18934;-0,75;-0,13;-0,03;0,59;1,150379747;1,170512821;1,183157895;1,185454545;23,28;0
18989;-0,74;-0,13;-0,12;0,57;1,149493671;1,167948718;1,177368421;1,222727273;23,28;0
19043;-0,89;-0,26;-0,15;0,88;1,15278481;1,174871795;1,173684211;1,244545455;23,28;0
19097;-0,85;-0,27;0,05;0,79;1,147974684;1,18;1,174736842;1,212727273;23,28;0
19152;-0,77;-0,26;0,17;0,69;1,137468354;1,165641026;1,147368421;1,153636364;23,28;0
19207;-1,28;-0,33;0,09;1,75;1,147848101;1,166153846;1,126315789;1,136363636;23,28;0
19261;-1,29;-0,31;-0,2;1,79;1,152278481;1,126923077;1,132631579;1,134545455;23,28;0
19316;-1,43;0,01;-0,58;2,39;1,157594937;1,135384615;1,154210526;1,152727273;23,28;0
19371;-1,13;-0,3;-0,35;1,49;1,164177215;1,154615385;1,171052632;1,137272727;23,28;0
19425;-0,93;-0,3;-0,05;0,96;1,164936709;1,159487179;1,173157895;1,143636364;23,28;1
19480;-0,75;-0,16;-0,09;0,6;1,158987342;1,164871795;1,171578947;1,24;23,28;0
19534;-0,75;-0,02;-0,05;0,57;1,147088608;1,160769231;1,163157895;1,259090909;23,28;0
19589;-0,87;0;0,03;0,77;1,161772152;1,160512821;1,173684211;1,28;23,28;0
19644;-0,84;-0,1;-0,03;0,71;1,183417722;1,16025641;1,177368421;1,163636364;23,28;0
19698;-0,92;-0,12;0,08;0,86;1,190886076;1,150769231;1,129473684;1,085454545;23,28;0
19752;-1,25;-0,45;0;1,75;1,171392405;1,13974359;1,113157895;1,047272727;23,28;0
19807;-1,36;-0,3;-0,18;1,96;1,159240506;1,153589744;1,064210526;1,058181818;23,17;0
19862;-1,19;-0,33;-0,7;2,02;1,185443038;1,159230769;1,132105263;1,096363636;23,28;0
19916;-0,98;-0,24;-0,31;1,11;1,216582278;1,162307692;1,168421053;1,095454545;23,28;0
19971;-0,78;-0,14;-0,03;0,63;1,232531646;1,166923077;1,178421053;1,107272727;23,28;0
20026;-0,72;-0,13;-0,01;0,54;1,233164557;1,164871795;1,177894737;1,163636364;23,28;0
20080;-0,81;-0,22;-0,16;0,72;1,226962025;1,162051282;1,164736842;1,137272727;23,17;0
20134;-0,93;-0,34;-0,15;0,99;1,218607595;1,162820513;1,171052632;1,211818182;23,28;0
20190;-0,82;-0,27;0,07;0,76;1,222405063;1,166666667;1,161578947;1,178181818;23,28;0
20244;-0,86;-0,29;0,14;0,84;1,313797468;1,149487179;1,122631579;1,149090909;23,28;0
20298;-1,19;-0,24;0,03;1,48;1,388481013;1,165128205;1,11;1,142727273;23,17;0
20354;-1,15;-0,35;-0,14;1,46;1,381012658;1,148974359;1,128947368;1,140909091;23,28;0
20408;-1,56;0,02;-0,58;2,78;1,352911392;1,159487179;1,166842105;1,150909091;23,28;0
20462;-1,2;-0,22;-0,4;1,65;1,346075949;1,17025641;1,181578947;1,122727273;23,28;0
20517;-0,85;-0,26;-0,03;0,79;1,355949367;1,170512821;1,193684211;1,145454545;23,17;0
20572;-0,72;-0,2;-0,05;0,56;1,365189873;1,16025641;1,181578947;1,225454545;23,28;0
20626;-0,71;-0,04;-0,11;0,52;1,431392405;1,145641026;1,17;1,307272727;23,28;0
20680;-0,91;-0,05;-0,03;0,83;1,457088608;1,177179487;1,173157895;1,340909091;23,28;0
20736;-0,81;-0,12;0;0,68;1,457468354;1,224102564;1,173157895;1,170909091;23,17;0
20790;-0,98;-0,16;0,17;1,01;1,442405063;1,236153846;1,152105263;1,090909091;23,28;0
20844;-1,26;-0,36;0;1,72;1,415443038;1,193076923;1,201578947;1,063636364;23,17;0
20899;-1,46;-0,28;-0,41;2,38;1,406455696;1,149487179;1,147894737;1,082727273;23,28;0
20954;-1,07;-0,39;-0,73;1,83;1,507594937;1,207692308;1,161052632;1,11;23,28;0
21008;-0,93;-0,16;-0,13;0,91;1,565443038;1,275384615;1,192105263;1,110909091;23,28;0
21063;-0,86;-0,15;-0,03;0,77;1,563291139;1,308974359;1,194736842;1,147272727;23,28;0
21117;-0,68;-0,16;-0,11;0,49;1,55835443;1,308974359;1,176315789;1,273636364;23,28;0
21172;-0,81;-0,26;-0,2;0,77;1,548101266;1,292051282;1,143157895;1,277272727;23,28;0
21227;-0,86;-0,27;-0,05;0,82;1,544050633;1,274102564;1,209473684;1,233636364;23,28;0
21281;-0,88;-0,22;0,09;0,84;1,684050633;1,274615385;1,297894737;1,192727273;23,28;0
21336;-1;-0,27;0,03;1,08;1,759367089;1,457692308;1,324210526;1,165454545;23,28;0
21391;-1,51;-0,34;-0,08;2,4;1,743164557;1,608974359;1,213684211;1,110909091;23,28;0
21445;-1,26;-0,31;-0,28;1,76;1,71443038;1,599230769;1,134210526;1,084545455;23,28;0
21499;-1,07;0,1;-0,86;1,9;1,696202532;1,562820513;1,264210526;1,190909091;23,28;0
21555;-1,1;-0,25;-0,34;1,38;1,684556962;1,551794872;1,395789474;1,360909091;23,28;0
21609;-0,74;-0,25;-0,08;0,61;1,729746835;1,572820513;1,467368421;1,486363636;23,28;0
21663;-0,37;-0,17;-0,05;0,17;1,854050633;1,587179487;1,464736842;1,413636364;23,28;0
21718;-0,43;-0,1;-0,01;0,2;1,862658228;1,717435897;1,438947368;1,224545455;23,28;0
21773;-1,38;-0,13;0,12;1,94;1,856202532;1,773589744;1,397894737;1,371818182;23,28;0
21827;-1,6;-0,13;-0,35;2,69;1,846202532;1,766153846;1,386315789;1,496363636;23,28;0
21881;-1,4;-0,47;-0,2;2,22;1,82443038;1,726923077;1,713684211;1,539090909;23,28;0
21937;-0,37;-0,04;-0,38;0,28;1,801012658;1,666410256;2,008421053;1,549090909;23,28;0
21991;-0,26;0,15;-0,48;0,32;2,036582278;1,648461538;2,034736842;1,563636364;23,28;0
22045;-1,77;0,03;-0,5;3,38;2,067341772;1,871282051;1,974210526;1,550909091;23,17;0
22100;-1,78;-0,2;-0,26;3,27;2,061392405;1,988974359;1,961052632;1,452727273;23,28;0
22155;-1,31;-0,35;0,05;1,85;2,05556962;1,987179487;2,024736842;1,991818182;23,28;0
22209;-0,66;-0,48;-0,24;0,72;2,046962025;1,972051282;2,071052632;2,459090909;23,28;0
22263;-0,17;-0,18;-0,52;0,33;2,035443038;1,952820513;2,28;2,651818182;23,28;1
22319;0,06;-0,15;-0,18;0,06;2,155696203;1,943333333;2,289473684;2,643636364;23,28;0
22373;-0,14;-0,45;-0,8;0,86;2,251898734;2,216923077;2,210526316;2,369090909;23,28;1
22427;-2,31;-1,66;-0,72;8,62;2,243164557;2,352820513;2,205789474;2,197272727;23,28;0
22481;-2,63;-0,65;-0,01;7,36;2,226329114;2,320769231;2,19;2,127272727;23,28;0
22537;-1,49;0,09;0,43;2,4;2,191898734;2,275128205;2,071578947;2,599090909;23,28;0
22591;-0,27;0,39;0;0,23;2,171392405;2,241025641;2,404736842;2,83;23,17;0
22645;-0,05;0,38;-0,46;0,36;2,183797468;2,226410256;2,589473684;2,89;23,28;0
22701;-0,32;0,98;-0,57;1,38;2,358227848;2,328974359;2,573684211;2,829090909;23,17;0
22755;-0,88;0,37;-0,41;1,08;2,362151899;2,59025641;2,565789474;2,047272727;23,28;1
22809;-2,43;0,02;0,15;5,91;2,354936709;2,577692308;2,566315789;1,480909091;23,28;0
22864;-1,62;-0,46;0,13;2,87;2,347974684;2,513846154;2,545789474;2,135454545;23,28;0
22919;-0,6;-0,6;-0,03;0,72;2,336075949;2,458717949;2,710526316;2,601818182;23,17;0
22973;-0,08;-0,26;-0,34;0,19;2,346708861;2,452307692;2,728421053;2,607272727;23,28;0
23027;0,05;-0,04;-0,14;0,02;2,424936709;2,446923077;2,628947368;2,498181818;23,17;1
23081;-0,43;-0,54;-0,81;1,13;2,457088608;2,889230769;2,623157895;2,406363636;23,17;1
23137;-2,72;-1,34;-0,63;9,6;2,449746835;2,896153846;2,606842105;1,911818182;23,17;2
23191;-2,29;-0,35;0,03;5,36;2,440886076;2,852820513;2,536315789;2,719090909;23,17;1
23245;-0,64;0,1;0;0,42;2,435189873;2,836410256;2,698947368;3,353636364;23,17;1
23301;-0,18;0,25;-0,3;0,18;2,433924051;2,828974359;2,934736842;3,382727273;23,17;1
23355;0,07;0,2;-0,18;0,07;2,583544304;2,829487179;2,86;3,391818182;23,28;1
23409;-0,18;0,57;-0,34;0,47;2,61443038;3,070512821;2,832631579;3,293636364;23,17;1
23464;-3,37;0,56;-0,32;11,75;2,604556962;3,065897436;2,826315789;2,424545455;23,17;1
23519;-2,77;0,11;-0,08;7,7;2,575949367;2,897435897;2,826842105;2,316363636;23,17;1
23573;-0,68;-0,2;0,03;0,51;2,555189873;2,839230769;2,773157895;3,222727273;23,17;1
23628;-0,19;-0,29;-0,05;0,12;2,532658228;2,834871795;3,353684211;3,338181818;23,17;2
23683;-0,08;-0,18;-0,1;0,05;2,62278481;2,826410256;3,257894737;3,35;23,17;2
23737;-0,1;-0,16;0,09;0,04;2,746455696;2,836410256;3,244210526;3,313636364;23,17;2
23792;-1,84;-0,79;-0,4;4,17;2,760379747;3,176410256;3,238947368;2,248181818;23,17;3
23846;-2,96;-0,89;-0,91;10,39;2,759367089;3,046153846;3,237368421;1,558181818;23,17;2
23901;-1,19;-0,15;-0,01;1,45;2,735189873;2,979230769;3,216842105;3,387272727;23,17;2
23956;-0,45;0,02;0;0,2;2,70164557;2,964102564;3,138421053;3,698181818;23,17;2
24010;-0,11;0,18;-0,15;0,07;2,682151899;2,961025641;3,177368421;3,708181818;23,17;2
24065;0,11;0,09;-0,11;0,03;2,848860759;3,026153846;3,192105263;3,711818182;23,17;2
24119;-0,12;0,23;-0,21;0,11;2,861265823;3,216666667;3,192631579;3,336363636;23,17;2
24174;-4,4;0,53;-1,02;20,63;2,821265823;3,082564103;3,193157895;2,399090909;23,17;2
24228;-1,87;-0,13;-0,2;3,54;2,780759494;2,953589744;3,192631579;3,2;23,17;2
24283;-0,35;-0,2;-0,05;0,16;2,758734177;2,944615385;3,066315789;3,949090909;23,17;2
24338;-0,18;-0,22;0;0,08;2,753417722;2,941025641;3,274210526;4,014545455;23,17;2
24392;-0,1;-0,15;0,09;0,04;2,903544304;2,956410256;3,241578947;4,023636364;23,17;3
24446;-0,14;-0,25;0,05;0,08;2,944556962;3,268461538;3,244736842;4,019090909;23,17;3
24502;-2,19;-1,85;-1,42;10,26;2,938227848;3,051282051;3,247894737;2,146363636;23,17;3
24556;-2,76;-0,58;-0,72;8,44;2,829746835;2,861538462;3,25;1,985454545;23,17;3
24610;-0,88;-0,08;0,03;0,79;2,736708861;2,852051282;3,378947368;3,274545455;23,17;3
24666;-0,34;0,11;0,01;0,13;2,707721519;2,852051282;2,743684211;3,342727273;23,28;2
24720;-0,13;0,2;-0,01;0,06;2,726329114;2,853846154;2,787368421;3,362727273;23,17;2
24774;0,03;0,16;0,09;0,03;2,84443038;3,070769231;2,796315789;3,367272727;23,17;2
24828;-0,88;0,84;-0,54;1,77;2,834050633;3,23;2,795789474;2,440909091;23,17;2
24884;-3,78;-0,14;0,12;14,34;2,82278481;2,996153846;2,795789474;1,906363636;23,17;2
24938;-0,9;-0,07;-0,13;0,83;2,749367089;2,962051282;2,826842105;2,612727273;23,17;2
24992;-0,41;-0,3;0,07;0,26;2,713797468;2,957692308;2,952105263;2,998181818;23,17;3
25048;-0,23;-0,27;0;0,13;2,712025316;2,956923077;2,680526316;3,022727273;23,17;2
25102;-0,1;-0,25;0;0,07;2,837848101;2,973589744;2,654736842;3,026363636;23,17;3
25156;-0,39;-0,86;-1,29;2,56;2,866075949;3,315641026;2,655263158;2,869090909;23,17;3
25211;-2,76;-0,83;-0,54;8,56;2,855949367;2,82;2,658421053;1,626363636;23,17;2
25266;-2,09;0,06;0,05;4,37;2,735443038;2,734871795;2,663157895;2,7;23,28;3
25320;-0,51;0,23;0,12;0,33;2,667721519;2,732564103;3,017368421;2,974545455;23,17;3
25375;-0,06;0,22;-0,14;0,07;2,664050633;2,733333333;2,808947368;2,99;23,17;2
25430;0,08;0,19;-0,03;0,04;2,918227848;2,74;2,832105263;2,996363636;23,17;2
25484;-0,19;0,61;-0,51;0,67;2,975822785;3,050512821;2,824736842;2,774545455;23,17;2
25538;-3,49;0,65;-0,23;12,64;2,972278481;2,872051282;2,819473684;2,007272727;23,17;2
25593;-1,8;0,09;-0,22;3,28;2,824556962;2,664871795;2,817894737;2,382727273;23,17;2
25648;-0,53;-0,11;0,07;0,3;2,728101266;2,645897436;2,718947368;3,296363636;23,17;2
25702;-0,29;-0,24;0,01;0,14;2,724050633;2,642820513;2,976315789;3,405454545;23,17;2
25757;-0,2;-0,27;0,01;0,12;2,817341772;2,644102564;2,814736842;3,412727273;23,17;3
25811;-0,05;-0,34;0,01;0,12;2,963670886;2,686923077;2,808947368;3,354545455;23,17;3
25866;-2,36;-1,38;-1,02;8,5;2,974810127;2,89;2,808947368;2,209090909;23,17;3
25921;-3,15;-0,51;-0,43;10,38;2,923037975;2,536666667;2,812631579;1,972727273;23,17;3
25975;-1,12;0,06;0,03;1,27;2,791772152;2,52025641;2,793157895;3,168181818;23,17;3
26030;-0,3;0,16;0,03;0,12;2,773924051;2,516410256;2,769473684;3,273636364;23,17;3
26085;-0,09;0,14;0,05;0,03;2,777974684;2,514615385;2,770526316;3,282727273;23,17;3
26139;0,02;0,19;0;0,04;3,032911392;2,527692308;2,773684211;3,278181818;23,17;2
26193;-0,3;0,76;-0,12;0,68;3,050126582;2,721794872;2,768947368;2,515454545;23,17;2
26249;-3,64;0,39;0,14;13,45;3,051518987;2,56;2,763157895;1,599090909;23,17;2
26303;-1,12;0;-0,19;1,3;2,792658228;2,456410256;2,762631579;2,591818182;23,17;2
26357;-0,46;-0,07;0,08;0,22;2,751518987;2,45;2,404736842;2,880909091;23,17;2
26413;-0,22;-0,16;0;0,07;2,751772152;2,448461538;2,368421053;2,910909091;23,17;2
26467;-0,22;-0,24;0,07;0,11;2,865189873;2,450769231;2,331052632;2,911818182;23,17;2
26521;-0,43;-0,33;0,05;0,3;2,910506329;2,953076923;2,334736842;2,850909091;23,17;3
26576;-3,07;-1,15;-1,19;12,19;2,918481013;2,747435897;2,338947368;1,638181818;23,17;3
26631;-1,79;-0,01;-0,32;3,3;2,790632911;2,668205128;2,34;1,674545455;23,17;3
26685;-0,59;0,1;0,05;0,36;2,684050633;2,662564103;2,334736842;2,535454545;23,17;4
26740;-0,21;0,08;0;0,05;2,675063291;2,661025641;2,16;2,58;23,17;3
26795;0,01;0,03;-0,11;0,01;2,907721519;2,662820513;2,21;2,587272727;23,17;3
26849;0,09;0,18;-0,26;0,11;2,983417722;2,851794872;2,215789474;2,57;23,17;3
26903;-1,03;0,74;-0,3;1,7;2,987341772;2,931538462;2,216315789;1,467272727;23,17;2
26958;-3,07;0,28;0,41;9,69;2,966962025;2,688974359;2,211052632;1,22;23,17;3
27013;-0,74;-0,01;0,07;0,56;2,786582278;2,658461538;2,202105263;2,108181818;23,17;2
27067;-0,38;-0,2;0,05;0,19;2,777088608;2,655897436;2,626842105;2,308181818;23,17;2
27122;-0,23;-0,23;0;0,11;2,78;2,656153846;2,696315789;2,337272727;23,17;3
27176;-0,12;-0,17;0,12;0,06;2,919493671;2,668461538;2,687368421;2,334545455;23,17;2
27231;-0,34;-0,39;-0,56;0,58;2,940126582;3,169230769;2,688947368;2,180909091;23,17;2
27285;-2,94;-0,92;-0,81;10,13;2,911518987;2,86;2,692631579;1,311818182;23,17;2
27340;-1,49;-0,13;-0,16;2,25;2,803797468;2,832307692;2,696842105;3,102727273;23,17;2
